respondent_id,district,poll_id,w_buyer,w_consumer,phone_type,product_preference,better_product,purchase_propensity
1091,azse,azsen-3,0.663,0.3515,Landline,A,NA,Already voted
1092,azse,azsen-3,1.0006,1.8573,Cell,Und,NA,Not at all likely
1093,azse,azsen-3,0.9489,0.4049,Landline,A,NA,Already voted
1094,azse,azsen-3,0.8637,0.3378,Landline,A,NA,Almost certain
1095,azse,azsen-3,0.7776,0.4726,Cell,A,NA,Already voted
1096,azse,azsen-3,0.7191,0.4566,Cell,A,NA,Almost certain
1097,azse,azsen-3,0.6561,0.2472,Landline,A,NA,Almost certain
1098,azse,azsen-3,0.9717,0.437,Landline,A,NA,Very likely
1099,azse,azsen-3,1.0766,0.501,Landline,B,NA,Almost certain
1100,azse,azsen-3,1.6869,1.4515,Landline,A,NA,Almost certain
1101,azse,azsen-3,1.2239,1.0247,Landline,Und,NA,Almost certain
1102,azse,azsen-3,0.6459,0.3274,Landline,A,NA,[DO NOT READ] Don't know/Refused
1103,azse,azsen-3,1.6399,4.3392,Cell,Und,NA,Almost certain
1104,azse,azsen-3,1.3929,2.369,Landline,A,NA,Almost certain
1105,azse,azsen-3,0.8727,0.4582,Cell,A,NA,Very likely
1106,azse,azsen-3,0.8718,0.7189,Landline,A,NA,Almost certain
1107,azse,azsen-3,1.4051,1.0217,Landline,A,NA,Very likely
1108,azse,azsen-3,0.8881,0.5508,Landline,A,NA,Almost certain
1109,azse,azsen-3,1.0598,0.6718,Landline,B,NA,Very likely
1110,azse,azsen-3,0.7064,0.4071,Landline,B,NA,Very likely
1111,azse,azsen-3,1.0609,0.8455,Landline,B,NA,Very likely
1112,azse,azsen-3,0.6851,0.3094,Cell,A,NA,Almost certain
1113,azse,azsen-3,0.956,0.5129,Landline,B,NA,Almost certain
1114,azse,azsen-3,0.6321,0.3354,Landline,A,NA,Already voted
1115,azse,azsen-3,0.8917,0.5992,Landline,B,NA,Already voted
1116,azse,azsen-3,1.2984,0.7892,Cell,A,NA,Already voted
1117,azse,azsen-3,0.851,0.5156,Cell,A,NA,Almost certain
1118,azse,azsen-3,0.9066,0.4286,Landline,A,NA,Almost certain
1119,azse,azsen-3,0.8402,0.3642,Cell,A,NA,Already voted
1120,azse,azsen-3,0.851,0.5392,Landline,A,NA,Almost certain
1121,azse,azsen-3,0.9102,0.4903,Landline,Und,NA,Almost certain
1122,azse,azsen-3,0.7305,0.3035,Landline,A,NA,Almost certain
1123,azse,azsen-3,1.2968,0.7973,Landline,B,NA,Almost certain
1124,azse,azsen-3,0.8128,0.4442,Cell,B,NA,Almost certain
1125,azse,azsen-3,0.9971,0.7759,Cell,A,NA,Almost certain
1126,azse,azsen-3,1.1525,0.8292,Landline,B,NA,Almost certain
1127,azse,azsen-3,2.1077,8.4698,Landline,A,NA,Already voted
1128,azse,azsen-3,1.1487,0.7508,Cell,B,NA,Very likely
1129,azse,azsen-3,0.8515,0.6848,Cell,A,NA,Almost certain
1130,azse,azsen-3,0.7784,0.382,Cell,B,NA,Almost certain
1131,azse,azsen-3,1.4275,1.3049,Landline,B,NA,Almost certain
1132,azse,azsen-3,0.7104,0.4801,Cell,A,NA,Almost certain
1133,azse,azsen-3,1.3065,3.7353,Cell,Und,NA,Almost certain
1134,azse,azsen-3,1.2869,0.9183,Cell,B,NA,Already voted
1135,azse,azsen-3,0.9708,0.6238,Cell,A,NA,Very likely
1136,azse,azsen-3,0.8891,0.6417,Cell,B,NA,Almost certain
1137,azse,azsen-3,1.6159,5.449,Cell,A,NA,Almost certain
1138,azse,azsen-3,1.0649,1.0591,Cell,A,NA,Almost certain
1139,azse,azsen-3,0.8028,0.5882,Cell,A,NA,Already voted
1140,azse,azsen-3,0.8682,0.6592,Landline,B,NA,Almost certain
1141,azse,azsen-3,1.1408,0.6365,Cell,B,NA,Almost certain
1142,azse,azsen-3,0.8366,0.4533,Landline,A,NA,Almost certain
1143,azse,azsen-3,0.767,0.6753,Cell,B,NA,Very likely
1144,azse,azsen-3,0.9298,0.7308,Cell,B,NA,Very likely
1145,azse,azsen-3,1.2185,0.8032,Landline,Und,NA,Very likely
1146,azse,azsen-3,0.7607,0.714,Cell,B,NA,Almost certain
1147,azse,azsen-3,0.8391,0.5962,Cell,A,NA,Almost certain
1148,azse,azsen-3,0.7663,0.4707,Cell,B,NA,Almost certain
1149,azse,azsen-3,1.4952,2.8332,Cell,A,NA,Not at all likely
1150,azse,azsen-3,0.9298,0.5412,Cell,3,NA,Almost certain
1151,azse,azsen-3,1.4717,1.0343,Cell,B,NA,Already voted
1152,azse,azsen-3,0.8639,0.5567,Cell,Und,NA,Almost certain
1153,azse,azsen-3,0.9579,0.6234,Cell,B,NA,Almost certain
1154,azse,azsen-3,2.2062,4.5068,Cell,B,NA,Almost certain
1155,azse,azsen-3,0.9825,0.6845,Cell,A,NA,Almost certain
1156,azse,azsen-3,1.1436,5.9505,Cell,A,NA,Almost certain
1157,azse,azsen-3,0.8157,0.4741,Cell,A,NA,Almost certain
1158,azse,azsen-3,1.1412,1.4782,Cell,B,NA,Almost certain
1159,azse,azsen-3,0.9784,0.7601,Cell,A,NA,Almost certain
1160,azse,azsen-3,0.9241,1.2545,Cell,B,NA,Almost certain
1161,azse,azsen-3,0.942,0.5345,Landline,B,NA,Already voted
1162,azse,azsen-3,0.8165,0.8107,Landline,A,NA,Already voted
1163,azse,azsen-3,0.6406,0.3371,Cell,A,NA,Very likely
1164,azse,azsen-3,1.2269,2.0966,Cell,Und,NA,Not very likely
1165,azse,azsen-3,1.1656,0.5483,Landline,A,NA,Already voted
1166,azse,azsen-3,0.7549,0.4162,Cell,B,NA,Very likely
1167,azse,azsen-3,0.7381,0.4379,Landline,A,NA,Very likely
1168,azse,azsen-3,0.9593,1.9382,Landline,A,NA,Very likely
1169,azse,azsen-3,1.7776,6.2637,Cell,B,NA,Not very likely
1170,azse,azsen-3,0.7663,0.4674,Landline,B,NA,Almost certain
1171,azse,azsen-3,0.6459,0.3272,Landline,A,NA,Already voted
1172,azse,azsen-3,1.0598,0.6609,Landline,A,NA,Already voted
1173,azse,azsen-3,1.0838,0.7356,Landline,B,NA,Very likely
1174,azse,azsen-3,1.1525,0.7462,Landline,B,NA,Almost certain
1175,azse,azsen-3,1.3036,2.4423,Cell,A,NA,Already voted
1176,azse,azsen-3,0.8335,0.4607,Landline,A,NA,Already voted
1177,azse,azsen-3,0.791,0.5207,Landline,Und,NA,[DO NOT READ] Don't know/Refused
1178,azse,azsen-3,0.9068,0.6391,Landline,B,NA,Almost certain
1179,azse,azsen-3,0.775,0.4956,Cell,B,NA,Already voted
1180,azse,azsen-3,0.7599,0.5261,Landline,B,NA,Very likely
1181,azse,azsen-3,0.9289,0.4344,Landline,B,NA,Already voted
1182,azse,azsen-3,1.2254,1.4583,Cell,A,NA,Already voted
1183,azse,azsen-3,1.5475,1.1026,Cell,B,NA,Very likely
1184,azse,azsen-3,1.3324,0.6471,Landline,B,NA,Already voted
1185,azse,azsen-3,0.9153,0.6504,Cell,B,NA,Almost certain
1186,azse,azsen-3,1.0478,1.1503,Cell,A,NA,Almost certain
1187,azse,azsen-3,0.7733,0.532,Landline,B,NA,Already voted
1188,azse,azsen-3,1.1049,3.4466,Landline,A,NA,Very likely
1189,azse,azsen-3,0.8354,0.4431,Cell,A,NA,Almost certain
1190,azse,azsen-3,0.6533,0.3612,Cell,A,NA,Almost certain
1191,azse,azsen-3,0.6788,0.418,Landline,A,NA,Almost certain
1192,azse,azsen-3,1.4162,3.4967,Landline,Und,NA,Not at all likely
1193,azse,azsen-3,1.1308,1.2367,Cell,B,NA,[DO NOT READ] Don't know/Refused
1194,azse,azsen-3,0.9013,0.5512,Cell,B,NA,Already voted
1195,azse,azsen-3,0.9171,0.6668,Landline,Und,NA,Almost certain
1196,azse,azsen-3,0.8128,0.4417,Cell,B,NA,Already voted
1197,azse,azsen-3,0.8305,0.2892,Cell,A,NA,Already voted
1198,azse,azsen-3,1.0806,0.865,Cell,B,NA,Almost certain
1199,azse,azsen-3,1.7924,3.5574,Landline,B,NA,Not at all likely
1200,azse,azsen-3,1.4767,1.0886,Landline,3,NA,Already voted
1201,azse,azsen-3,0.9153,1.0384,Cell,A,NA,Very likely
1202,azse,azsen-3,0.9144,0.6268,Landline,A,NA,Very likely
1203,azse,azsen-3,0.7209,0.305,Landline,B,NA,Very likely
1204,azse,azsen-3,0.8823,0.5129,Landline,A,NA,Already voted
1205,azse,azsen-3,0.9971,0.8946,Cell,B,NA,Very likely
1206,azse,azsen-3,0.8881,0.5352,Cell,B,NA,Very likely
1207,azse,azsen-3,0.7383,0.3844,Landline,A,NA,Almost certain
1208,azse,azsen-3,0.8256,0.3342,Cell,B,NA,Already voted
1209,azse,azsen-3,1.6415,1.8393,Cell,B,NA,Somewhat likely
1210,azse,azsen-3,0.8582,0.4978,Landline,A,NA,Almost certain
1211,azse,azsen-3,0.783,0.3131,Landline,A,NA,Almost certain
1212,azse,azsen-3,0.8068,0.8209,Landline,B,NA,Already voted
1213,azse,azsen-3,0.7527,0.4266,Landline,B,NA,Very likely
1214,azse,azsen-3,0.7472,0.6605,Landline,A,NA,Almost certain
1215,azse,azsen-3,0.6561,0.2504,Cell,A,NA,Almost certain
1216,azse,azsen-3,0.9307,0.9635,Cell,Und,NA,Almost certain
1217,azse,azsen-3,0.7096,0.3983,Cell,B,NA,Already voted
1218,azse,azsen-3,0.7191,0.4028,Cell,A,NA,Almost certain
1219,azse,azsen-3,0.8709,0.5075,Cell,A,NA,Almost certain
1220,azse,azsen-3,0.8335,0.4607,Landline,A,NA,Very likely
1221,azse,azsen-3,0.9514,0.6848,Cell,B,NA,Already voted
1222,azse,azsen-3,1.1475,2.2434,Landline,B,NA,Almost certain
1223,azse,azsen-3,0.7663,0.4717,Landline,B,NA,Already voted
1224,azse,azsen-3,0.9301,1.5151,Landline,B,NA,Almost certain
1225,azse,azsen-3,1.3242,1.4681,Cell,A,NA,Almost certain
1226,azse,azsen-3,0.8335,0.4616,Landline,A,NA,Almost certain
1227,azse,azsen-3,1.3827,2.1384,Cell,A,NA,Almost certain
1228,azse,azsen-3,0.6825,0.3972,Landline,B,NA,Very likely
1229,azse,azsen-3,0.8947,0.7952,Landline,A,NA,Already voted
1230,azse,azsen-3,0.6825,0.3959,Landline,B,NA,Very likely
1231,azse,azsen-3,0.7549,0.4282,Landline,B,NA,Almost certain
1232,azse,azsen-3,0.7663,0.467,Landline,B,NA,Already voted
1233,azse,azsen-3,0.928,0.5866,Landline,B,NA,Almost certain
1234,azse,azsen-3,1.1656,0.5491,Landline,A,NA,Very likely
1235,azse,azsen-3,1.0029,0.7129,Landline,A,NA,Almost certain
1236,azse,azsen-3,0.7654,0.3223,Landline,B,NA,Almost certain
1237,azse,azsen-3,1.1474,0.723,Landline,A,NA,Already voted
1238,azse,azsen-3,0.8335,0.4821,Landline,A,NA,Almost certain
1239,azse,azsen-3,0.8176,0.4006,Cell,A,NA,Almost certain
1240,azse,azsen-3,1.3929,6.7932,Landline,A,NA,Not at all likely
1241,azse,azsen-3,0.8391,0.411,Landline,A,NA,Already voted
1242,azse,azsen-3,1.2137,1.0343,Landline,B,NA,Almost certain
1243,azse,azsen-3,0.9971,0.4403,Landline,A,NA,Already voted
1244,azse,azsen-3,0.7607,0.7265,Landline,B,NA,Almost certain
1245,azse,azsen-3,0.9853,0.8548,Landline,B,NA,Almost certain
1246,azse,azsen-3,1.222,1.3865,Landline,A,NA,Almost certain
1247,azse,azsen-3,0.7784,0.358,Landline,B,NA,Almost certain
1248,azse,azsen-3,1.0819,1.1512,Cell,A,NA,Very likely
1249,azse,azsen-3,0.9632,1.0117,Cell,B,NA,Already voted
1250,azse,azsen-3,0.6406,0.3378,Landline,A,NA,Very likely
1251,azse,azsen-3,0.8213,0.4703,Landline,B,NA,Almost certain
1252,azse,azsen-3,0.6868,0.2335,Landline,B,NA,Almost certain
1253,azse,azsen-3,0.9709,0.6635,Cell,B,NA,Almost certain
1254,azse,azsen-3,1.3187,0.9533,Landline,B,NA,Very likely
1255,azse,azsen-3,0.7305,0.3115,Landline,A,NA,Already voted
1256,azse,azsen-3,1.1148,0.6666,Landline,B,NA,Already voted
1257,azse,azsen-3,0.7902,0.4742,Cell,A,NA,Already voted
1258,azse,azsen-3,1.0591,1.9902,Cell,A,NA,Almost certain
1259,azse,azsen-3,0.8157,0.5362,Cell,A,NA,Already voted
1260,azse,azsen-3,1.2125,0.8748,Cell,B,NA,Very likely
1261,azse,azsen-3,0.8881,0.5387,Cell,B,NA,Very likely
1262,azse,azsen-3,1.155,0.5055,Cell,B,NA,Already voted
1263,azse,azsen-3,1.7716,1.4266,Cell,B,NA,Very likely
1264,azse,azsen-3,0.8165,0.8393,Landline,A,NA,Almost certain
1265,azse,azsen-3,0.8798,0.599,Cell,A,NA,Very likely
1266,azse,azsen-3,0.9947,0.5698,Landline,A,NA,Very likely
1267,azse,azsen-3,0.8917,0.7877,Cell,B,NA,Almost certain
1268,azse,azsen-3,0.7599,0.4977,Landline,B,NA,Already voted
1269,azse,azsen-3,1.2364,0.9364,Landline,A,NA,Very likely
1270,azse,azsen-3,1.1039,0.9913,Cell,B,NA,Almost certain
1271,azse,azsen-3,0.8407,0.6445,Cell,A,NA,Very likely
1272,azse,azsen-3,0.9699,0.5572,Cell,B,NA,Very likely
1273,azse,azsen-3,0.8184,0.5574,Cell,Und,NA,Not at all likely
1274,azse,azsen-3,0.7132,0.4144,Cell,A,NA,Already voted
1275,azse,azsen-3,0.9094,0.8265,Cell,B,NA,Somewhat likely
1276,azse,azsen-3,1.3007,0.8842,Cell,B,NA,Already voted
1277,azse,azsen-3,0.8881,0.6026,Cell,B,NA,Already voted
1278,azse,azsen-3,0.7132,0.4143,Cell,A,NA,Almost certain
1279,azse,azsen-3,0.8225,0.5116,Cell,A,NA,Already voted
1280,azse,azsen-3,0.7606,0.461,Cell,B,NA,Almost certain
1281,azse,azsen-3,1.0627,3.8974,Cell,A,NA,Somewhat likely
1282,azse,azsen-3,0.9847,0.878,Cell,B,NA,Almost certain
1283,azse,azsen-3,1.1419,1.8456,Cell,B,NA,Almost certain
1284,azse,azsen-3,1.1202,0.7375,Cell,A,NA,Almost certain
1285,azse,azsen-3,1.0808,0.7124,Cell,A,NA,Almost certain
1286,azse,azsen-3,0.9355,0.4437,Cell,B,NA,Almost certain
1287,azse,azsen-3,0.949,0.4685,Cell,A,NA,Already voted
1288,azse,azsen-3,1.1308,0.7914,Cell,B,NA,Almost certain
1289,azse,azsen-3,1.0977,0.6993,Cell,A,NA,Very likely
1290,azse,azsen-3,1.0227,0.9385,Cell,B,NA,Almost certain
1291,azse,azsen-3,1.5491,2.8253,Cell,A,NA,Already voted
1292,azse,azsen-3,1.5475,1.1246,Cell,B,NA,Very likely
1293,azse,azsen-3,0.851,0.5117,Cell,A,NA,Very likely
1294,azse,azsen-3,1.4834,1.387,Cell,B,NA,Somewhat likely
1295,azse,azsen-3,0.9528,0.5419,Cell,B,NA,Almost certain
1296,azse,azsen-3,0.942,0.5093,Cell,B,NA,Almost certain
1297,azse,azsen-3,1.2699,1.1408,Cell,B,NA,Very likely
1298,azse,azsen-3,1.0022,0.6464,Cell,A,NA,Very likely
1299,azse,azsen-3,0.6459,0.3268,Cell,A,NA,Almost certain
1300,azse,azsen-3,0.9699,0.5506,Cell,B,NA,Almost certain
1301,azse,azsen-3,1.0402,0.6437,Cell,A,NA,Already voted
1302,azse,azsen-3,0.9289,0.6701,Cell,A,NA,Very likely
1303,azse,azsen-3,0.806,0.5001,Cell,B,NA,Almost certain
1304,azse,azsen-3,0.8365,0.5054,Cell,A,NA,Already voted
1305,azse,azsen-3,0.7599,0.4885,Cell,B,NA,Already voted
1306,azse,azsen-3,1.2226,0.8439,Cell,B,NA,Almost certain
1307,azse,azsen-3,1.3021,2.5776,Cell,A,NA,Almost certain
1308,azse,azsen-3,0.9115,0.5252,Cell,A,NA,Already voted
1309,azse,azsen-3,0.7239,0.3707,Cell,B,NA,Already voted
1310,azse,azsen-3,0.6327,0.4037,Cell,A,NA,Almost certain
1311,azse,azsen-3,1.2309,0.7343,Landline,A,NA,Almost certain
1312,azse,azsen-3,0.8068,0.6757,Landline,B,NA,Somewhat likely
1313,azse,azsen-3,0.7239,0.3931,Landline,B,NA,Already voted
1314,azse,azsen-3,1.1229,0.866,Landline,A,NA,Already voted
1315,azse,azsen-3,0.7239,0.3765,Landline,B,NA,Very likely
1316,azse,azsen-3,0.8335,0.4622,Landline,A,NA,Very likely
1317,azse,azsen-3,1.1115,0.8224,Landline,B,NA,Already voted
1318,azse,azsen-3,0.9083,0.3601,Cell,A,NA,Already voted
1319,azse,azsen-3,0.9236,0.6477,Landline,A,NA,Very likely
1320,azse,azsen-3,0.7607,0.5635,Cell,B,NA,Almost certain
1321,azse,azsen-3,1.1657,0.778,Landline,A,NA,Very likely
1322,azse,azsen-3,0.8128,0.4428,Cell,B,NA,Almost certain
1323,azse,azsen-3,1.0217,3.9728,Landline,A,NA,Not at all likely
1324,azse,azsen-3,1.0829,0.8004,Cell,Und,NA,Almost certain
1325,azse,azsen-3,0.7686,0.522,Cell,A,NA,Almost certain
1326,azse,azsen-3,0.9843,0.58,Cell,B,NA,Almost certain
1327,azse,azsen-3,1.2276,1.7742,Cell,A,NA,Almost certain
1328,azse,azsen-3,0.9022,0.4079,Cell,B,NA,Almost certain
1329,azse,azsen-3,1.0627,1.8052,Landline,B,NA,Almost certain
1330,azse,azsen-3,0.783,0.6763,Cell,A,NA,Almost certain
1331,azse,azsen-3,0.881,0.4744,Landline,A,NA,Almost certain
1332,azse,azsen-3,0.8934,0.7534,Landline,A,NA,Very likely
1333,azse,azsen-3,0.8467,0.3861,Landline,A,NA,Already voted
1334,azse,azsen-3,1.1773,1.9341,Landline,B,NA,Almost certain
1335,azse,azsen-3,0.9533,0.9385,Landline,B,NA,Already voted
1336,azse,azsen-3,0.7298,0.4064,Landline,A,NA,Very likely
1337,azse,azsen-3,1.2309,0.7502,Landline,A,NA,Very likely
1338,azse,azsen-3,0.9077,0.8716,Landline,B,NA,Already voted
1339,azse,azsen-3,0.8195,0.2876,Landline,B,NA,Already voted
1340,azse,azsen-3,0.8737,0.5652,Cell,B,NA,Almost certain
1341,azse,azsen-3,0.9699,0.6036,Cell,B,NA,Already voted
1342,azse,azsen-3,0.8733,0.6591,Cell,Und,NA,Very likely
1343,azse,azsen-3,0.836,0.5092,Cell,A,NA,Almost certain
1344,azse,azsen-3,0.7096,0.4271,Landline,A,NA,Almost certain
1345,azse,azsen-3,1.0539,1.8536,Landline,A,NA,Already voted
1346,azse,azsen-3,0.7381,0.4603,Cell,A,NA,Almost certain
1347,azse,azsen-3,1.7277,1.5522,Landline,A,NA,Almost certain
1348,azse,azsen-3,1.424,1.029,Landline,A,NA,Already voted
1349,azse,azsen-3,0.9013,0.5472,Landline,B,NA,Already voted
1350,azse,azsen-3,1.3036,1.9931,Landline,A,NA,Almost certain
1351,azse,azsen-3,0.8459,0.4658,Landline,A,NA,Very likely
1352,azse,azsen-3,1.2826,1.2774,Landline,A,NA,Almost certain
1353,azse,azsen-3,0.8917,0.6657,Cell,B,NA,Almost certain
1354,azse,azsen-3,1.391,0.6862,Landline,A,NA,Very likely
1355,azse,azsen-3,1.0833,1.8682,Landline,A,NA,Already voted
1356,azse,azsen-3,0.676,0.3293,Landline,A,NA,Very likely
1357,azse,azsen-3,0.7416,0.3,Landline,A,NA,Almost certain
1358,azse,azsen-3,1.0807,1.0328,Cell,A,NA,Already voted
1359,azse,azsen-3,0.8611,0.6985,Landline,B,NA,Almost certain
1360,azse,azsen-3,0.7199,0.4986,Landline,A,NA,Already voted
1361,azse,azsen-3,0.8355,0.3815,Cell,A,NA,Almost certain
1362,azse,azsen-3,0.7614,0.4843,Cell,B,NA,Almost certain
1363,azse,azsen-3,1.3153,0.9746,Cell,B,NA,Almost certain
1364,azse,azsen-3,1.4136,1.1788,Landline,A,NA,Already voted
1365,azse,azsen-3,0.6825,0.4008,Landline,B,NA,Almost certain
1366,azse,azsen-3,0.6946,0.2615,Landline,B,NA,Almost certain
1367,azse,azsen-3,0.9301,0.5465,Cell,A,NA,Somewhat likely
1368,azse,azsen-3,1.1359,1.6752,Landline,B,NA,Not at all likely
1369,azse,azsen-3,1.2968,0.7999,Landline,B,NA,Very likely
1370,azse,azsen-3,0.8256,0.3346,Cell,Und,NA,Almost certain
1371,azse,azsen-3,0.8515,0.5083,Cell,A,NA,Already voted
1372,azse,azsen-3,0.9954,0.9855,Landline,B,NA,Very likely
1373,azse,azsen-3,0.7599,0.5085,Landline,B,NA,Almost certain
1374,azse,azsen-3,0.8661,0.5879,Cell,B,NA,Already voted
1375,azse,azsen-3,1.0598,0.6698,Cell,B,NA,Almost certain
1376,azse,azsen-3,0.8564,0.3742,Cell,A,NA,Already voted
1377,azse,azsen-3,0.9218,0.6789,Cell,B,NA,Very likely
1378,azse,azsen-3,0.8467,0.3491,Cell,A,NA,Almost certain
1379,azse,azsen-3,0.8477,0.8356,Cell,Und,NA,Somewhat likely
1380,azse,azsen-3,0.75,0.2901,Cell,B,NA,Almost certain
1381,azse,azsen-3,0.7472,0.602,Cell,Und,NA,Already voted
1382,azse,azsen-3,1.0596,1.1721,Cell,Und,NA,Almost certain
1383,azse,azsen-3,0.8335,0.4755,Cell,B,NA,Already voted
1384,azse,azsen-3,1.4538,1.1045,Cell,A,NA,Almost certain
1385,azse,azsen-3,1.1565,1.2652,Cell,Und,NA,Almost certain
1386,azse,azsen-3,0.7784,0.3531,Cell,B,NA,Almost certain
1387,azse,azsen-3,1.0421,0.631,Cell,B,NA,Already voted
1388,azse,azsen-3,0.9247,0.403,Landline,B,NA,Already voted
1389,azse,azsen-3,1.2644,1.0672,Cell,A,NA,Already voted
1390,azse,azsen-3,0.7037,0.4179,Cell,B,NA,Already voted
1391,azse,azsen-3,1.5398,1.2239,Landline,Und,NA,Already voted
1392,azse,azsen-3,0.828,0.553,Cell,B,NA,Already voted
1393,azse,azsen-3,0.9087,0.5197,Landline,A,NA,Already voted
1394,azse,azsen-3,1.4919,2.2547,Cell,B,NA,Already voted
1395,azse,azsen-3,1.2125,0.8754,Landline,B,NA,Almost certain
1396,azse,azsen-3,1.0843,0.7644,Landline,A,NA,Already voted
1397,azse,azsen-3,0.7838,0.3448,Cell,A,NA,Very likely
1398,azse,azsen-3,1.2421,1.3048,Cell,B,NA,Already voted
1399,azse,azsen-3,0.991,0.6452,Cell,B,NA,Almost certain
1400,azse,azsen-3,1.1634,0.905,Cell,A,NA,Almost certain
1401,azse,azsen-3,1.2603,1.5499,Cell,A,NA,Almost certain
1402,azse,azsen-3,0.696,0.2354,Cell,Und,NA,Very likely
1403,azse,azsen-3,0.8931,0.5899,Cell,B,NA,Almost certain
1404,azse,azsen-3,0.7037,0.4148,Cell,Und,NA,Somewhat likely
1405,azse,azsen-3,0.8407,0.918,Cell,B,NA,Almost certain
1406,azse,azsen-3,1.5068,2.9788,Cell,Und,NA,Very likely
1407,azse,azsen-3,0.7708,0.4054,Cell,A,NA,Almost certain
1408,azse,azsen-3,1.0627,1.6361,Cell,A,NA,Already voted
1409,azse,azsen-3,0.7911,0.5531,Cell,A,NA,Almost certain
1410,azse,azsen-3,0.957,0.4263,Cell,B,NA,Very likely
1411,azse,azsen-3,0.8343,0.3618,Cell,B,NA,Already voted
1412,azse,azsen-3,0.73,0.3633,Landline,B,NA,Already voted
1413,azse,azsen-3,0.7607,0.8299,Landline,B,NA,Very likely
1414,azse,azsen-3,0.7798,0.4809,Cell,A,NA,Already voted
1415,azse,azsen-3,0.7191,0.4011,Cell,A,NA,Almost certain
1416,azse,azsen-3,0.6882,0.3797,Landline,B,NA,Almost certain
1417,azse,azsen-3,0.8881,0.5418,Landline,B,NA,Almost certain
1418,azse,azsen-3,1.1229,0.7431,Landline,B,NA,Almost certain
1419,azse,azsen-3,1.3941,6.7906,Cell,B,NA,Somewhat likely
1420,azse,azsen-3,1.0903,1.5454,Cell,A,NA,Already voted
1421,azse,azsen-3,1.2226,0.8559,Landline,A,NA,Already voted
1422,azse,azsen-3,0.8256,0.3353,Landline,B,NA,Almost certain
1423,azse,azsen-3,0.8661,0.5653,Cell,A,NA,Almost certain
1424,azse,azsen-3,0.9962,0.5834,Cell,A,NA,Very likely
1425,azse,azsen-3,0.8335,0.461,Landline,B,NA,Already voted
1426,azse,azsen-3,0.7599,0.4847,Landline,B,NA,Almost certain
1427,azse,azsen-3,1.1054,0.6666,Landline,A,NA,Very likely
1428,azse,azsen-3,0.8335,0.4633,Landline,A,NA,Very likely
1429,azse,azsen-3,0.8917,0.6044,Landline,B,NA,Almost certain
1430,azse,azsen-3,1.207,0.7202,Cell,B,NA,Already voted
1431,azse,azsen-3,1.6646,2.3361,Landline,A,NA,Very likely
1432,azse,azsen-3,0.7209,0.3024,Cell,B,NA,Very likely
1433,azse,azsen-3,1.0627,5.0537,Cell,Und,NA,Not at all likely
1434,azse,azsen-3,0.8068,0.5889,Landline,B,NA,Already voted
1435,azse,azsen-3,0.9486,1.4545,Landline,B,NA,Already voted
1436,azse,azsen-3,0.9209,0.5566,Landline,B,NA,Almost certain
1437,azse,azsen-3,0.7191,0.4009,Landline,A,NA,Already voted
1438,azse,azsen-3,0.8415,0.4492,Landline,B,NA,Already voted
1439,azse,azsen-3,1.9225,1.8077,Landline,B,NA,Almost certain
1440,azse,azsen-3,1.0962,0.5603,Landline,A,NA,Already voted
1441,azse,azsen-3,0.9022,0.4083,Cell,B,NA,Almost certain
1442,azse,azsen-3,0.7741,0.3839,Landline,A,NA,Almost certain
1443,azse,azsen-3,0.8108,0.3938,Landline,A,NA,Already voted
1444,azse,azsen-3,0.6406,0.3944,Landline,B,NA,Almost certain
1445,azse,azsen-3,0.7104,0.5578,Cell,A,NA,Very likely
1446,azse,azsen-3,0.9068,0.5933,Landline,B,NA,Almost certain
1447,azse,azsen-3,1.22,0.5174,Landline,B,NA,Already voted
1448,azse,azsen-3,1.5145,1.868,Landline,B,NA,Very likely
1449,azse,azsen-3,0.8611,0.4374,Landline,B,NA,Already voted
1450,azse,azsen-3,0.6636,0.2644,Landline,A,NA,Very likely
1451,azse,azsen-3,0.9632,0.545,Landline,B,NA,Already voted
1452,azse,azsen-3,0.8709,0.5466,Cell,A,NA,Already voted
1453,azse,azsen-3,1.5363,1.299,Landline,B,NA,Almost certain
1454,azse,azsen-3,1.1359,3.6752,Cell,A,NA,Already voted
1455,azse,azsen-3,0.7663,0.5301,Landline,B,NA,Almost certain
1456,azse,azsen-3,0.9709,0.7706,Cell,B,NA,Very likely
1457,azse,azsen-3,0.8881,0.6021,Landline,B,NA,Almost certain
1458,azse,azsen-3,0.7663,0.5323,Landline,B,NA,Already voted
1459,azse,azsen-3,1.0073,1.082,Cell,Und,NA,Not at all likely
1460,azse,azsen-3,1.7423,2.0278,Cell,A,NA,Very likely
1461,azse,azsen-3,0.6481,0.3703,Cell,A,NA,Very likely
1462,azse,azsen-3,1.1474,0.7246,Landline,B,NA,Already voted
1463,azse,azsen-3,0.8009,0.5957,Cell,A,NA,Almost certain
1464,azse,azsen-3,0.886,0.6889,Landline,A,NA,Already voted
1465,azse,azsen-3,0.9112,0.5561,Cell,Und,NA,Almost certain
1466,azse,azsen-3,0.9073,0.7208,Cell,B,NA,Very likely
1467,azse,azsen-3,1.5363,1.9192,Landline,B,NA,Almost certain
1468,azse,azsen-3,0.8662,0.6846,Cell,B,NA,Somewhat likely
1469,azse,azsen-3,1.1474,0.7238,Landline,A,NA,Already voted
1470,azse,azsen-3,0.7776,0.5073,Landline,B,NA,Almost certain
1471,azse,azsen-3,1.1593,1.7035,Cell,B,NA,Already voted
